#NAME(1),a(au),Period(day),Excentricity(1),Mass(Mjup),Mstar(Msun),Rstar(Rsun),Teff(K),Rplanet(Rjup)
KOI_5121.01,1.18839,401.24151,0,0.023049905422844602,,1.912,6079,0.24096749426592415
KOI_5122.01,0.228734,49.3147976,0,0.032427150179265875,,0.666,4541,0.28726965254952824
KOI_5123.01,0.768356,288.929685,0,0.004272681339965264,,0.827,5786,0.09724345381334962
KOI_5124.01,0.781035,276.87973,0,0.03538825359611385,,0.758,5511,0.29886749566488185
KOI_5247.01,0.898195,282.000324,0,0.025081420018729362,,1.137,6343,0.25265455155908817
KOI_5248.01,0.570025,179.258949,0,0.01221401010420422,,0.82,5692,0.14372404045257453
KOI_5249.01,0.144656,19.4532113,0,0.009899163748052435,,1.015,6372,0.1242753496899046
KOI_5253.01,0.0795454,10.19536915,0,0.005971487803142129,,0.666,5182,0.10705701337249499
KOI_5376.01,0.822387,274.553318,0,0.012750682002143144,,1.118,6267,0.1507719604995971
KOI_5379.01,1.42425,520.65928,0,0.17554721920925084,,4.313,5227,0.6592927740189483
KOI_5380.01,1.03668,369.93355,0,0.03628126727967424,,1.024,6158,0.3021684202438671
KOI_5381.01,0.179734,28.7369731,0,0.018648153766136766,,0.854,5722,0.21054545963257348
KOI_4996.01,1.01601,358.54456,0,0.005634853063316614,,1.031,6297,0.10527272981628674
KOI_4999.01,0.317407,65.752027,0,0.014147423879040725,,0.913,6088,0.16772265428357547
KOI_5002.01,1.08198,399.489186,0,0.015382978884511782,,1.177,6224,0.18110478095513735
KOI_5126.01,1.29752,418.041535,0,1,,5.469,5110,1.1383729088608634
KOI_5127.01,0.12753,18.78976116,0,1,,0.884,6477,2.442684188449094
KOI_5129.01,0.0156129,0.668842252,0,1,,149.058,3299,11.419414759732799
KOI_5131.01,0.260571,43.5430564,0,1,,1.427,6669,1.3007427124758142
KOI_5132.01,0.305917,43.93115363,0,1,,6.443,4977,6.562505705556132
KOI_5254.01,0.752405,232.916311,0,0.0074472135885528135,,1.496,5807,0.11419414759732799
KOI_5255.01,0.0474489,3.66110068,0,0.0006004201284868425,,1.102,6354,0.05575886113150781
KOI_5257.01,0.438259,116.17046,0,0.01289022817154194,,0.762,5510,0.15255624405580537
KOI_5259.01,0.231499,39.5925089,0,0.007251222153933125,,0.972,6046,0.11330200581922387
KOI_5261.01,0.424638,100.6288128,0,0.014147423879040725,,0.921,6351,0.16772265428357547
KOI_5384.01,0.0794198,7.9545547,0,0.7179414016951908,,1.196,6217,0.858418818891789
KOI_5387.01,0.726439,297.78388,0,0.0068317475514246325,,0.59,4192,0.11133929390739479
KOI_5388.01,0.568928,137.396511,0,0.03734798417824677,,2.655,5425,0.3060046298897149
KOI_5390.01,0.411854,104.197988,0,0.09393187576166998,,2.024,5087,0.463913724614145
KOI_5004.01,0.445222,103.363691,0,0.012341080220345241,,1.022,5762,0.14541910983097237
KOI_5007.01,0.121755,14.5168693,0,0.013318756268476914,,1.885,5934,0.15790909472443013
KOI_5135.01,0.850456,314.764297,0,0.01726058492951195,,0.755,5228,0.19894761651721984
KOI_5136.01,0.458969,110.7521413,0,0.01200919165507888,,1.304,6133,0.14095840094045176
KOI_5138.01,0.352603,78.604366334,0,1,,0.985,5938,3.5471557097420003
KOI_5263.01,0.84458,273.169054,0,0.0326454109986095,,1.65,5880,0.28816179432763234
KOI_5267.01,0.0595853,5.17812343,0,0.01182725005742083,,1.226,6302,0.13114484138130636
KOI_5269.01,0.999522,371.510207,0,0.031781639435290325,,0.924,5696,0.28459322721521585
KOI_5393.01,0.892394,248.435394,0,1,,6.428,4895,2.1580909612338783
KOI_5398.01,1.31788,551.24296,0,0.013031382012060519,,0.887,5691,0.1543405276120136
KOI_5017.01,1.20413,492.252992,0,0.014304699747848941,,0.936,5755,0.16950693783978374
KOI_5018.01,0.855224,293.5056461,0,0.6392216553240205,,0.854,5561,0.9322881581188105
KOI_5142.01,0.607749,198.897337,0,0.027274209890220346,,0.808,5184,0.26407396631882096
KOI_5143.01,0.125789,19.9382664,0,0.012207355308046628,,0.693,5045,0.14363482627476412
KOI_5148.01,0.243834,40.3012541,0,0.018425248468350874,,1.177,6429,0.2087611760763652
KOI_5149.01,0.235856,43.679756,0,0.012449039192994255,,0.833,5735,0.14684653667593894
KOI_5274.01,0.301596,55.7576818,0,0.029140633426981415,,2.581,5376,0.27299538409986224
KOI_5275.01,0.0467469,3.78137721,0,0.005801588527586431,,1.216,6318,0.10616487159439086
KOI_5403.01,0.0360542,2.412032177,0,1,,1.332,6363,0.9983066496985158
KOI_5405.01,0.371368,103.222938,0,0.004272681339965264,,0.659,5346,0.09724345381334962
KOI_5406.01,0.0669976,5.7195879,0,0.002220654559807326,,1.865,6356,0.08091725927404414
KOI_5021.01,0.877114,288.078574,0,0.034448228665414506,,0.965,5825,0.29529892855246537
KOI_5023.01,0.379745,73.33815702,0,1,,1.44,7216,6.815963184715515
KOI_5027.01,0.388428,62.3117627,0,0.16936376670431344,,5.615,4999,0.6512634980160111
KOI_5151.01,0.175122,26.1540717,0,0.012140985226052094,,0.967,6091,0.14274268449666
KOI_5155.01,0.739198,230.179066,0,0.10879357732342301,,1.007,6085,0.555625899403249
KOI_5156.01,0.0251164,1.680246319,0,0.013590942305020077,,1.246,6423,0.16121001930341536
KOI_5278.01,0.778507,281.5913326,0,0.19589710458973622,,0.719,5314,0.6840051012724325
KOI_5279.01,0.415406,103.721197,0,0.011620833825601714,,0.841,5721,0.135605550271827
KOI_5281.01,0.99794,263.899932861,0,1,,6.247,5094,1.0786261739812302
KOI_5283.01,0.137917,18.7824474,0,0.0019073677763372053,,0.94,5919,0.07752712051724846
KOI_5284.01,1.0158,389.315233,0,0.13498378883528608,,0.958,5731,0.6013035584421802
KOI_5285.01,0.891548,405.284122,0,0.01105075068646744,,0.574,4694,0.128468416046994
KOI_5408.01,1.05796,415.750149,0,0.03421728956301689,,1.534,5324,0.2944067867743612
KOI_5409.01,0.20684,36.1827682,0,1,,1.321,5696,1.913644114033348
KOI_5410.01,0.167734,24.1529968,0,0.0068130604638042885,,1.095,6223,0.1112500797295844
KOI_5411.01,0.113287,11.1735474,0,0.011538758988241901,,1.752,7372,0.13016348542539183
KOI_5412.01,1.15894,472.2267952,0,1,,0.848,5763,4.639137246141449
KOI_5413.01,1.03114,428.388623,0,0.014707583850186152,,0.953,5574,0.17396764673030435
KOI_5030.01,1.15836,411.90131,0,0.02245560576314512,,1.144,6362,0.23730971297569725
KOI_5031.01,0.201303,34.3333995,0,0.0014742591066489333,,0.874,5884,0.0720850556708133
KOI_5033.01,0.472854,127.671583,0,0.10291188761279275,,2.633,4985,0.5442064846435162
KOI_5034.01,0.866083,282.5362218,0,1,,1.41,6401,3.180485438941205
KOI_5159.01,1.14019,440.650872,0,0.02972806289599199,,1.081,6078,0.2756718094341746
KOI_5164.01,0.711279,209.965042,0,0.0063208680259758026,,1.042,6437,0.10884129692870324
KOI_5287.01,0.0725102,3.989210521,0,1,,16.187,4998,2.4194885022183867
KOI_5288.01,0.181518,29.5634202,0,0.014872774729437648,,0.83,5601,0.17575193028651262
KOI_5290.01,1.11688,435.51013,0,0.0283773530829556,,0.882,5750,0.26942681698744575
KOI_5294.01,0.68408,252.026664,0,0.0349149721244087,,0.664,4514,0.2970832121086736
KOI_5039.01,0.542055,168.768058,0,0.09393187576166998,,0.719,4936,0.463913724614145
KOI_5040.01,0.188511,29.6096789,0,0.011620833825601714,,1.021,6316,0.135605550271827
KOI_5042.01,1.33163,538.34698,0,0.019338605009026066,,1.015,6148,0.21589831030119822
KOI_5043.01,0.311509,65.5326041,0,0.015210411519948104,,0.923,5755,0.17932049739892908
KOI_5166.01,0.370242,78.0406491,0,0.013031382012060519,,1.44,6170,0.1543405276120136
KOI_5169.01,0.136195,21.36841818,0,0.013839185548687667,,0.786,5204,0.16415408717115898
KOI_5296.01,0.673188,200.79986841,0,1,,0.916,5896,3.865650324525173
KOI_5297.01,0.076878,8.09068374,0,0.002336069052052448,,0.924,5533,0.08207704358557949
KOI_5298.01,0.0231023,1.1955332756,0,1,,2.264,6047,10.563850794530943
KOI_5300.01,0.658827,188.964364,0,0.012523783545574155,,1.196,6391,0.1478278926318535
KOI_3508.01,0.657289,190.799504,0,0.014748660069406345,,0.992,6362,0.17441371761935642
KOI_3791.02,0.720749,220.1300227,0,0.111568300391528,,1.393,6340,0.5043277471622618
KOI_4922.01,0.596798,153.520954,0,0.038110905018116634,,1.921,6233,0.3086810552240272
KOI_5045.01,0.0203773,1.01842331886,0,1,,1.463,6160,4.442357534145023
KOI_5046.01,0.238006,40.9890519,0,0.011101507537061671,,1.174,6705,0.1286468444026148
KOI_5047.01,0.858134,326.70552,0,0.015040363709570273,,0.998,6036,0.17753621384272086
KOI_5048.01,0.508555,138.335018,0,0.22245098868458993,,2.547,4948,0.7128212807051958
KOI_5176.01,0.655073,215.732414,0,0.011557051442161374,,0.856,5790,0.13471340849372287
KOI_5177.01,0.687041,276.54168,0,0.014464161109301587,,0.575,4246,0.17129122139599198
KOI_5178.01,0.0533404,4.13956465,0,0.010924487525323863,,1.159,6517,0.12802234515794192
KOI_5179.01,0.0229957,1.049513013,0,0.0011827142272646512,,1.667,7479,0.06771356095810309
KOI_5308.01,0.0830943,9.942228128,0,1,,0.843,5268,1.8616322483698775
KOI_5309.01,0.48695,141.005828,0,0.016285734078303266,,0.885,5501,0.1900261987361786
KOI_5310.01,0.140347,22.2901857,0,0.004412023453941835,,0.833,5696,0.09813559559145375
KOI_4923.01,0.223733,38.1690053,0,0.008264894820840073,,1.465,6164,0.11776271470974449
KOI_4924.01,0.0449545,3.00352895,0,0.04331369558070472,,1.768,6606,0.32563174900800557
KOI_4926.01,0.28942,69.086432,0,0.014304699747848941,,0.698,4848,0.16950693783978374
KOI_4927.01,0.242266,43.1472596,0,0.012120127600971087,,1.035,6204,0.13212619733722092
KOI_4928.01,0.0237778,3.2904150076,0,0.020597395892508228,,0.189,3212,0.2250427635267655
KOI_5052.01,0.693723,155.045453,0,1,,2.737,6910,1.7932049739892912
KOI_5053.01,0.111674,14.3641819,0,0.005601883606622956,,1.033,5925,0.10509430146066591
KOI_5057.01,1.23497,493.732464,0,0.1441375361848076,,3.243,5015,0.6155778268918463
KOI_5058.01,0.0303754,1.71441469157,0,1,,1.626,6351,7.01196673336499
KOI_5059.01,1.46468,646.288176,0,1,,1.193,6484,2.6252877675914466
KOI_5184.01,1.12534,419.747504,0,0.037322819845225036,,1.016,6137,0.30591541571190445
KOI_5185.01,1.04282,419.94731,0,0.01591640547827648,,1.068,5953,0.1864576316237621
KOI_5186.01,0.370963,80.2923903,0,0.01181375325229529,,1.049,6188,0.13828197560613936
KOI_5317.01,0.257339,46.270524285,0,1,,1.075,6354,3.2621164116377326
KOI_4933.01,1.13458,452.11482,0,0.018425248468350874,,0.956,6276,0.2087611760763652
KOI_4936.01,0.0141317,0.68113386631,0,1,,0.864,5872,1.3258475821116642
KOI_4938.01,0.29203,55.187012,0,0.01777741765188256,,1.031,6258,0.20340832540774045
KOI_5067.01,0.679522,219.910203,0,0.020187065572055712,,0.864,5680,0.22214330274792712
KOI_5191.01,0.188971,37.0793886,0,0.0016210456185567009,,0.65,5120,0.07404776758264237
KOI_5192.01,0.237598,50.5547795,0,0.006303093558906933,,0.687,4895,0.10875208275089283
KOI_5193.01,0.733951,228.198608,0,0.012363025573426995,,1.138,6425,0.1329291249375146
KOI_5194.01,0.85334,287.465797,0,0.009002967238685409,,0.942,6406,0.12079599675529852
KOI_5196.01,1.09972,392.465834,0,0.014707583850186152,,1.13,6640,0.17396764673030435
KOI_5197.01,0.544499,142.204001,0,0.012363025573426995,,1.126,6217,0.1329291249375146
KOI_5321.01,0.710749,215.616782,0,0.01622028259941918,,1.568,6163,0.18940169949150573
KOI_5322.01,0.228131,30.9291068,0,0.22332701801239385,,5.127,5029,0.7137134224832999
KOI_5323.01,0.0929812,7.155550991,0,1,,8.052,4992,4.444917981048182
KOI_5324.01,0.878362,293.395322,0,0.1441375361848076,,3.055,5203,0.6155778268918463
KOI_5325.01,0.310446,63.024694,0,0.013174204419352596,,0.887,5691,0.15612481116822186
KOI_5326.01,1.20251,506.82604,0,0.015287751407298341,,1.283,6035,0.18012342499922285
KOI_4939.01,0.755386,281.331783,0,0.2812958367660388,,0.743,4822,0.7659037165023913
KOI_4941.01,0.759939,262.71644,0,0.08206458303784517,,0.99,5398,0.4344730459367088
KOI_5068.01,1.00657,385.29233,0,0.012381460868672962,,1.053,6440,0.14595439489783482
KOI_5070.01,1.36198,353.361205,0,0.03308661435538504,,4.35,8892,0.2899460778838406
KOI_5071.01,0.636233,180.412312,0,0.23328666865263092,,0.973,6032,0.7236161962202557
KOI_5074.01,0.274576,45.418106,0,0.027095128830713675,,1.41,7224,0.26318182454071687
KOI_5198.01,0.532909,149.237618,0,0.017989941138038083,,0.812,5492,0.20519260896394872
KOI_5201.01,1.32203,531.331679,0,0.024565958336960184,,1.022,6163,0.24979969786915496
KOI_5202.01,1.31024,535.93932,0,0.013391699751933203,,0.958,6014,0.15880123650253425
KOI_5205.01,0.924527,313.051345,0,0.029767686926476647,,1.185,6218,0.27585023778979545
KOI_5327.01,0.0501766,5.43367795,0,0.020565453245271655,,0.569,3702,0.2248197280822395
KOI_5328.01,0.246446,44.71444868,0,1,,0.941,6185,3.71130979691316
KOI_5329.01,0.68578,200.2332097,0,1,,0.997,6108,1.0490427526192974
KOI_5331.01,0.182111,31.5033212,0,0.003496951465995254,,0.733,5314,0.09189060314472487
KOI_5332.01,0.159231,22.2381051,0,0.005801588527586431,,1.059,6190,0.10616487159439086
KOI_5333.01,0.151326,20.5471338,0,0.013538959863280521,,1.057,5922,0.1605855200587425
KOI_4954.01,0.75792,241.653653,0,0.014544730336171464,,0.989,5962,0.1721833631740961
KOI_5079.01,0.284118,56.0014292,0,0.012140985226052094,,1.332,6116,0.14274268449666
KOI_5080.01,1.20204,471.950763,0,0.024407471278245635,,1.001,5988,0.24890755609105086
KOI_5081.01,0.424401,101.9287307,0,0.012408450306845818,,1.11,5489,0.1463112516090765
KOI_5083.01,0.41483,69.9322577,0,0.33234966924925113,,5.183,5207,0.8029276002937125
KOI_5084.01,0.81064,287.377353,0,0.11496904953617186,,0.838,5645,0.511732523920526
KOI_5206.01,0.0511796,4.18216943741,0,1,,1.166,6188,3.8671848083835125
KOI_5207.01,0.128797,18.9827145,0,0.00046928728682190047,,0.825,5830,0.05192265148566007
KOI_5210.01,0.438294,125.95782,0,0.006683170224232892,,0.736,5009,0.11062558048491149
KOI_5211.01,0.0439724,3.56453505,0,0.0004211591617857304,,0.817,5461,0.05031679628507264
KOI_5212.01,1.12643,426.33441,0,0.01337707488419227,,1.394,6395,0.1586228081469134
KOI_5335.01,0.0293665,1.75254106522,0,1,,1.795,5853,5.5705778695710615
KOI_5336.01,0.877378,265.749853,0,0.02432868661793802,,1.48,6543,0.24846148520199882
KOI_5339.01,0.0303458,1.54160618782,0,1,,1.937,7631,7.131950881102215
KOI_5340.01,0.494559,122.712983,0,0.015296376462899665,,1.009,6244,0.18021263917703323
KOI_5341.01,0.122136,15.18583568,0,0.017547496205713015,,1.339,6311,0.20144561349591142
KOI_5342.01,0.170047,25.502367,0,0.02656592082530671,,1.082,5941,0.2605053992064045
KOI_4958.01,1.36751,581.74892,0,0.02363321946347999,,2.005,5765,0.24444684720053025
KOI_4959.01,1.12121,420.92886458,0,1,,1.177,6462,4.513345255428768
KOI_4960.01,0.266327,47.8227868,0,0.015296376462899665,,1.148,6260,0.18021263917703323
KOI_4961.01,0.914885,348.9624,0,0.017989941138038083,,0.792,4823,0.20519260896394872
KOI_4962.01,0.296505,57.1146765,0,0.0168615074490039,,1.106,6136,0.19537904940480336
KOI_5085.01,0.922789,327.06866,0,0.021084244102596923,,0.882,5750,0.22838829519465598
KOI_5087.01,1.44963,651.068692,0,0.012681492758190931,,1.261,5696,0.14987981872149297
KOI_5088.01,0.240098,49.1784277,0,0.015825818806884787,,0.839,5674,0.185565489845658
KOI_5092.01,0.860801,271.79067,0,0.020565453245271655,,1.32,6484,0.2248197280822395
KOI_5093.01,0.16499,26.7371386992,0,1,,1.021,6068,2.328918268905256
KOI_5216.01,1.01644,377.311459,0,0.025376995857834782,,0.891,5897,0.2542604067596756
KOI_5219.01,0.156744,27.7664729,0,0.0025996422918617033,,0.701,5457,0.08457504056427104
KOI_5220.01,0.0344335,1.534667013,0,1,,15.15,4961,2.5479569182653807
KOI_5344.01,1.29325,445.351537,0,0.036354675466774705,,1.755,7202,0.30243606277729834
KOI_5345.01,0.415092,72.0163062,0,0.18853440112987283,,5.032,5099,0.6753513260248226
KOI_5347.01,0.144959,23.9341488,0,0.009364181658773018,,0.715,4415,0.12222342360026513
KOI_5351.01,0.205883,35.882273523,0,1,,0.827,5857,3.4723050145590646
KOI_4967.01,0.249695,43.5822515,0,0.016763673268475034,,1.031,6225,0.19448690762669923
KOI_4968.01,0.0512659,2.9454666094,0,1,,19.255,4584,4.681067909712343
KOI_5098.01,0.394932,100.345065,0,0.013961492128907405,,0.9,5313,0.16558151401612559
KOI_5099.01,0.433941,111.186164,0,0.012093320795718886,,1.281,5806,0.13203698315941048
KOI_5101.01,1.12277,436.18339,0,0.013465098415445489,,1.497,6499,0.15969337828063837
KOI_5223.01,1.04869,354.21528,0,0.27851549138970344,,3.035,4842,0.763673362057131
KOI_5224.01,0.597149,171.030621,0,0.015296376462899665,,1.074,6054,0.18021263917703323
KOI_5225.01,0.206417,33.2948295,0,0.012274051096458335,,0.989,6217,0.14452696805286824
KOI_5228.01,0.938203,546.50848,0,0.002474678800056202,,0.36,3434,0.08341525625273569
KOI_5356.01,0.961416,326.365952,0,0.018315120114395567,,1.045,6164,0.20786903429826112
KOI_5357.01,1.30643,520.576159,0,0.014304699747848941,,1.033,6210,0.16950693783978374
KOI_5358.01,0.502725,126.586492,0,0.012093320795718886,,1.249,6611,0.13203698315941048
KOI_5359.01,0.0312565,2.71991019,0,0.012341080220345241,,0.527,3939,0.14541910983097237
KOI_4971.01,0.356635,146.349594,0,0.0030353909956012015,,0.29,3401,0.08832203603230837
KOI_4972.01,0.176089,26.0923708,0,0.0051533972050433405,,1.014,6348,0.10259630448197436
KOI_4974.01,1.18618,514.142208,0,0.02800412939982539,,0.78,5524,0.26764253343123745
KOI_4975.01,0.254494,47.0627217,0,0.10748570155606889,,0.897,5838,0.5531279024245574
KOI_4976.01,1.64982,624.90439,0,0.028566057602846973,,1.729,7089,0.27031895876554984
KOI_4977.01,0.145308,25.5338535,0,0.007251222153933125,,0.635,4445,0.11330200581922387
KOI_4978.01,0.905004,339.197903,0,0.028566057602846973,,0.966,5544,0.27031895876554984
KOI_5102.01,0.544863,147.865063,0,0.02006293496229358,,0.867,5485,0.22125116096982297
KOI_5104.01,0.155409,21.1585524,0,0.013854403122114119,,1.012,6063,0.16433251552677983
KOI_5107.01,0.734049,169.328186,0,1,,7.052,5106,1.5255624405580537
KOI_5109.01,0.174971,28.6149184,0,0.01145047452804783,,0.842,5977,0.12986015722083644
KOI_5744.01,0.185164,30.6953316272,0,1,,1.061,6340,4.210463121762418
KOI_5745.01,0.0933093,11.3744425764,0,1,,0.808,5297,1.612813906456637
KOI_5747.01,1.18412,411.4469,0,0.028566057602846973,,1.672,6519,0.27031895876554984
KOI_5748.01,0.17479,29.9372669,0,0.007646557956011895,,0.871,5268,0.11508628937543212
KOI_5749.01,0.761877,281.952145,0,0.01945692968027547,,0.692,4864,0.21679045207930236
KOI_5874.01,0.810727,287.33345,0,0.017159639268264762,,1.123,5568,0.19805547473911575
KOI_5875.01,0.0933366,9.8793195,0,0.024250206601461956,,1.145,6495,0.2480154143129467
KOI_5877.01,0.69172,230.355042,0,0.02303518150964036,,0.884,5803,0.24087828008811374
KOI_5490.01,0.453901,116.301224,0,0.02175635692200997,,0.842,5593,0.2328490040851766
KOI_5493.01,0.0764799,6.99371887,0,1,,1.444,6573,1.2707667487315155
KOI_5497.01,0.43066,93.359933,0,0.009432906563619586,,1.673,6809,0.12249106613369636
KOI_5622.01,1.1119,469.623956,0,0.025710234064933855,,0.775,5484,0.25604469031588384
KOI_5623.01,1.40217,583.7333,0,0.015735915149708655,,1.118,6328,0.18467334806755384
KOI_5625.01,0.414048,116.453307,0,0.05314199283645004,,0.736,5197,0.3529312874179918
KOI_5626.01,1.1537,397.499044,0,0.12763730705978008,,1.231,6423,0.5892596444377746
KOI_5628.01,0.150955,24.9094725,0,0.007646557956011895,,0.694,4810,0.11508628937543212
KOI_5752.01,0.0234228,1.391730007,0,1,,59.684,3749,3.49719577016817
KOI_5758.01,0.409837,102.4930859,0,0.01495626566117161,,0.791,5166,0.17664407206461674
KOI_5884.01,1.27214,588.638148,0,0.013391699751933203,,0.849,5135,0.15880123650253425
KOI_5885.01,0.461857,111.149354,0,0.016285734078303266,,0.948,5763,0.1900261987361786
KOI_5498.01,1.29882,519.802605,0,1,,1.064,6254,4.0779800677139555
KOI_5499.01,0.419057,122.584995,0,0.008456386124886996,,0.669,5003,0.1185656423100382
KOI_5500.01,0.380308,84.934478,0,0.016192339464120374,,1.395,6290,0.1891340569580745
KOI_5629.01,0.677937,192.13885,0,0.016379849649289752,,1.569,6065,0.19091834051428275
KOI_5632.01,0.907183,264.4637539,0,0.090431002373037,,2.04,6543,0.45543837772215584
KOI_5633.01,0.643529,151.777499,0,0.07166608544405326,,3.134,6328,0.4068166508154809
KOI_5761.01,0.0669407,6.13294706,0,0.00353333380655861,,1.149,6140,0.0921582456781561
KOI_5762.01,0.101543,12.6306127,0,0.013031382012060519,,0.798,5571,0.1543405276120136
KOI_5888.01,0.624191,190.860018,0,0.017672411887566086,,0.803,5463,0.20251618362963636
KOI_5889.01,1.07346,374.42749,0,0.017672411887566086,,1.124,6195,0.20251618362963636
KOI_5892.01,0.21359,37.9593895,0,0.012820257934779422,,0.827,5573,0.15166410227770125
KOI_5506.01,1.49866,641.57973,0,0.012088118541083182,,1.031,6277,0.1420289710741767
KOI_5508.01,0.141826,22.571968398,0,1,,0.871,5645,3.2821896016450753
KOI_5509.01,0.179262,28.406118,0,0.011943752897771038,,0.936,6085,0.1400662591623476
KOI_5511.01,0.355412,74.833249,0,0.013839185548687667,,1.807,5933,0.16415408717115898
KOI_5514.01,0.473532,102.100227,0,0.019696432622782308,,1.83,6359,0.21857473563551064
KOI_5638.01,0.902182,290.03727,0,0.0391524451175911,,1.148,6452,0.3122496223364437
KOI_5639.01,0.863163,279.223733,0,0.11307780663326604,,2.604,5159,0.5076286717412472
KOI_5640.01,1.05235,348.648756,0,1,,4.89,5183,1.1820878559879655
KOI_5642.01,0.776749,222.279719,0,0.021084244102596923,,1.531,6543,0.22838829519465598
KOI_5769.01,0.0696288,7.58057659,0,0.0006879745293026151,,0.721,5632,0.05798921557676812
KOI_5772.01,0.356547,75.6385518,0,0.008914058575312862,,0.994,6072,0.12043914004405687
KOI_5774.01,0.0245081,1.21376001835,0,1,,1.751,6782,4.442883897794104
KOI_5895.01,0.0967416,11.8306485,0,0.0054712583658563475,,0.958,5550,0.1043805880381826
KOI_5899.01,0.291669,58.669571,0,0.008055380418801888,,0.986,5548,0.11687057293164037
KOI_5901.01,0.322068,61.613772,0,0.010137592157045523,,1.328,6540,0.12516749146800873
KOI_5902.01,0.548498,150.729724,0,0.011557051442161374,,0.871,5778,0.13471340849372287
KOI_5515.01,0.0650496,6.263490304,0,0.5089886516147056,,1.194,6247,0.792221898956463
KOI_5517.01,1.1232,335.431101,0,0.3065271620052297,,4.721,5172,0.78508476473163
KOI_5520.01,0.66125,199.4422832,0,1,,1.17,5869,2.7879430565753904
KOI_5521.01,0.195252,31.59118259,0,1,,2.295,5178,1.3524869356058533
KOI_5645.01,1.36064,580.85327,0,0.018874641128897016,,0.876,5650,0.21232974318878173
KOI_5649.01,0.978489,426.935354,0,0.02006293496229358,,0.669,5126,0.22125116096982297
KOI_5651.01,0.336981,83.499324,0,0.012612682585984877,,0.773,5141,0.14898767694338885
KOI_5652.01,0.338364,91.507378,0,0.009364181658773018,,0.626,5040,0.12222342360026513
KOI_5776.01,0.66966,198.605168,0,0.07362216368100978,,2.522,5357,0.41216950148410575
KOI_5782.01,1.52073,584.550476,0,0.12214935798377184,,3.62,5208,0.5798921557676812
KOI_5904.01,0.860941,322.549373,0,0.0012440896714201372,,0.741,5359,0.06869491691401762
KOI_5909.01,0.0666206,7.079983,0,0.012408450306845818,,0.806,4808,0.1463112516090765
KOI_5527.01,0.690688,209.062973022,0,1,,1.033,6131,3.756104235591768
KOI_5528.01,0.660475,201.621556,0,0.016379849649289752,,0.923,5919,0.19091834051428275
KOI_5529.01,0.335823,70.335885259,0,1,,1.306,6082,3.0764617076142646
KOI_5530.01,1.41305,591.37572,0,0.013340591972103652,,1.391,6609,0.15817673725786136
KOI_5653.01,0.558986,188.662932,0,0.015825818806884787,,0.672,4788,0.185565489845658
KOI_5656.01,0.580307,169.847877,0,0.012585262950703169,,1.477,6047,0.14863082023214721
KOI_5657.01,0.854309,284.69726,0,0.01495626566117161,,1.028,6054,0.17664407206461674
KOI_5660.01,1.08953,402.208751,0,0.6227322132613197,,4.649,4961,0.92782744922829
KOI_5785.01,0.340651,70.312525,0,0.008628940002012433,,0.994,6137,0.1192793557325215
KOI_5787.01,0.321764,69.776229,0,0.0074472135885528135,,0.983,6224,0.11419414759732799
KOI_5788.01,0.7422,242.482719,0,0.012820257934779422,,0.829,6068,0.15166410227770125
KOI_5790.01,0.586623,178.267264,0,0.03586813429974888,,0.777,4972,0.3006517792210901
KOI_5911.01,1.01473,357.411364,0,0.02504882994388638,,1.076,6233,0.25247612320346735
KOI_5913.01,0.381782,89.3654073,0,0.027527196276721896,,0.875,5861,0.26532296480816675
KOI_5918.01,0.388338,94.678376,0,0.015825818806884787,,0.866,5360,0.185565489845658
KOI_5532.01,0.177509,24.6778348,0,0.14472642809430472,,5.058,4995,0.6164699686699503
KOI_5533.01,0.539121,113.059801,0,0.056617527835743066,,1.779,7566,0.3628340611549476
KOI_5663.01,0.535203,140.885622,0,0.00809701008714119,,0.958,6200,0.1170490012872612
KOI_5665.01,0.451322,100.4952244,0,0.012074933219429838,,1.75,6018,0.14185054271855588
KOI_5666.01,0.619709,182.455297,0,0.009137374910657577,,0.927,6164,0.121331281822161
KOI_5792.01,0.63019,215.736077,0,0.5686340370071672,,0.724,4889,0.9117688972224157
KOI_5795.01,0.129381,19.1128024,0,0.012612682585984877,,0.726,5663,0.14898767694338885
KOI_5796.01,1.25612,495.87484,0,0.018874641128897016,,0.998,6092,0.21232974318878173
KOI_5797.01,0.0338149,2.03748369217,0,1,,2.056,6456,7.396203275776656
KOI_5798.01,0.857131,318.261118,0,0.02964898890357828,,0.759,5108,0.27531495272293294
KOI_5919.01,0.920227,290.197548,0,0.022772116847316178,,1.488,6256,0.2392724248875263
KOI_5920.01,1.21505,471.395065,0,0.014464161109301587,,1.008,6587,0.17129122139599198
KOI_5924.01,0.771253,291.30524,0,0.02303518150964036,,0.748,5031,0.24087828008811374
KOI_5925.01,0.407134,93.0063392,0,0.02231353949314582,,1.742,5518,0.2364175711975931
KOI_5541.01,0.9481,339.633784,0,0.018315120114395567,,0.901,5823,0.20786903429826112
KOI_5543.01,0.111567,7.415056294,0,1,,18.266,4989,7.42261959382632
KOI_5545.01,1.24644,541.11061,0,0.003744218221213967,,0.802,5829,0.09367488670093312
KOI_5546.01,1.3407,514.271954,0,0.03073623542133343,,1.137,6343,0.2801325183246952
KOI_5671.01,0.644002,190.907409,0,0.013688101523974858,,1.131,6098,0.16236980361495074
KOI_5672.01,0.0904883,11.01667888,0,1,,1.678,5515,1.3373205253780833
